State	 Location 	Latitude 	Longitude	PIN code		
Madhya Pradesh	 Agar 	23.73	76.07	262534		
Madhya Pradesh	 Ajaigarh 	24.88	80.22	488220		
Madhya Pradesh	 Ali Rajpur 	22.18	74.40			
Madhya Pradesh	 Alipura 	25.17	79.37	561224		
Madhya Pradesh	 Amjhera 	22.53	75.17	454441		
Madhya Pradesh	 Ashta 	23.02	76.63			
Madhya Pradesh	 Badnur 	22.33	78.50			
Madhya Pradesh	 Baghelkhand 	24.17	82.00			
Madhya Pradesh	 Balaghat 	21.80	80.25	481001		
Madhya Pradesh	 Banka Pahari 	25.23	80.83			
Madhya Pradesh	 Barannda 	25.05	80.67			
Madhya Pradesh	 Bardi 	24.50	82.43			
Madhya Pradesh	 Barwani 	22.05	74.95	451551		
Madhya Pradesh	 Beri 	25.92	79.92	124201		
Madhya Pradesh	 Betul 	22.47	78.63	460001		
Madhya Pradesh	 Bhadaura 	24.80	77.43			
Madhya Pradesh	 Bhainsdehi 	21.65	77.67			
Madhya Pradesh	 Bhind 	26.60	78.77	477001		
Madhya Pradesh	 Bhopal 	23.27	77.60	462001		
Madhya Pradesh	 Biaora 	23.92	76.95	465674		
Madhya Pradesh	 Bijawar 	24.63	79.53			
Madhya Pradesh	 Bijji 	18.03	81.40			
Madhya Pradesh	 Bijna 	25.45	79.08			
Madhya Pradesh	 Bundelkhand 	24.67	80.00			
Madhya Pradesh	 Burhanpur 	21.28	76.28	450331		
Madhya Pradesh	 Chambal R. 	25.67	76.33			
Madhya Pradesh	 Chanderi 	24.70	78.18			
Madhya Pradesh	 Chhatarpur 	24.90	79.63	471001		
Madhya Pradesh	 Chhindwara 	22.05	78.98	480001		
Madhya Pradesh	 Damoh 	23.83	79.48	470661		
Madhya Pradesh	 Datia 	25.65	78.45	475661		
Madhya Pradesh	 Deogarh 	21.85	78.83	313331		
Madhya Pradesh	 Dewas 	22.97	78.10	455001		
Madhya Pradesh	 Dhar 	22.58	75.33	451115		
Madhya Pradesh	 Dhurwai 	25.47	79.12			
Madhya Pradesh	 Dindori 	22.95	81.68	481990		
Madhya Pradesh	 Gadarwara 	22.93	78.83	487551		
Madhya Pradesh	 Garha 	24.42	78.05	144022		
Madhya Pradesh	 Garrauli 	25.08	79.40			
Madhya Pradesh	 Gaurihar 	25.27	80.20			
Madhya Pradesh	 Guna 	24.67	77.33	473001		
Madhya Pradesh	 Gwalior 	26.23	78.17	474001		
Madhya Pradesh	 Harai 	22.62	79.30			
Madhya Pradesh	 Hoshangabad 	22.77	77.75	461001		
Madhya Pradesh	 Indore 	22.73	75.83	452001		
Madhya Pradesh	 Itarsi 	22.50	77.92	461111		
Madhya Pradesh	 Jabalpur 	23.17	79.98	482001		
Madhya Pradesh	 Janakpur 	23.72	81.83	497778		
Madhya Pradesh	 Jaora 	23.72	75.15			
Madhya Pradesh	 Jaso 	24.50	80.53	485551		
Madhya Pradesh	 Jhabua 	22.75	74.63	457661		
Madhya Pradesh	 Jobat 	22.48	74.62	457990		
Madhya Pradesh	 Kaimur 	24.50	81.27	804408		
Madhya Pradesh	 Katangi 	21.78	79.85	481445		
Madhya Pradesh	 Katni 	23.78	80.45	451661		
Madhya Pradesh	 Khachrod 	23.42	75.33	456224		
Madhya Pradesh	 Khaniadhana 	25.02	78.12	473990		
Madhya Pradesh	 Khilchipur 	24.03	76.62	465679		
Madhya Pradesh	 Khurai 	24.05	78.38	470117		
Madhya Pradesh	 Korwai 	24.12	78.08			
Madhya Pradesh	 Kothi 	24.75	80.67	225119		
Madhya Pradesh	 Kukshi 	22.22	74.80	454331		
Madhya Pradesh	 Lakhnadon 	22.60	79.65			
Madhya Pradesh	 Lashkar 	26.17	78.17	474001		
Madhya Pradesh	 Lugasi 	25.08	79.62			
Madhya Pradesh	 Mahadeo Hills 	22.40	78.00			
Madhya Pradesh	 Maheshwar 	22.18	75.62			
Madhya Pradesh	 Maihar 	24.27	80.82	485771		
Madhya Pradesh	 Makrai 	22.07	77.13			
Madhya Pradesh	 Mandla 	22.72	80.58	481584		
Madhya Pradesh	 Mandsaur 	24.05	75.13	458001		
Madhya Pradesh	 Manohar Thana 	24.28	76.75	326037		
Madhya Pradesh	 Manpur 	22.40	75.67	453661		
Madhya Pradesh	 Mau 	22.25	80.22	477222		
Madhya Pradesh	 Mauganj 	24.67	81.93	486331		
Madhya Pradesh	 Mehidpur 	23.48	75.70			
Madhya Pradesh	 Mhow 	22.57	75.78	453441		
Madhya Pradesh	 Muhammadgarh 	23.65	78.22			
Madhya Pradesh	 Murwara 	23.85	80.03			
Madhya Pradesh	 Nagod (Unchahra) 	22.55	80.62			
Madhya Pradesh	 Narsimhapur 	22.95	79.25			
Madhya Pradesh	 Narsinghgarh 	23.73	77.13	470675		
Madhya Pradesh	 Narwar 	25.65	77.88	456664		
Madhya Pradesh	 Nawab Basoda 	23.62	78.23			
Madhya Pradesh	 Neemuch 	24.45	74.87	458441		
Madhya Pradesh	 Nemawar 	22.50	77.00	455339		
Madhya Pradesh	 Nowgon 	25.05	79.05			
Madhya Pradesh	 Orchha 	25.35	78.63	472246		
Madhya Pradesh	 Pachapahar 	24.42	75.08			
Madhya Pradesh	 Pachmarhi 	22.05	78.37	461881		
Madhya Pradesh	 Panna 	24.73	80.23	488001		
Madhya Pradesh	 Panth Piploda 	23.62	75.03			
Madhya Pradesh	 Paron 	24.95	76.08			
Madhya Pradesh	 Pathari 	23.93	78.25	464337		
Madhya Pradesh	 Penganga R. 	20.00	77.00			
Madhya Pradesh	 Pirawa 	24.20	76.10	326034		
Madhya Pradesh	 Pitihra 	23.07	79.03			
Madhya Pradesh	 Rabkok (Dharmajaygarh) 	22.47	83.25			
Madhya Pradesh	 Raghugarh 	24.43	77.25			
Madhya Pradesh	 Raisen 	23.25	77.08	464551		
Madhya Pradesh	 Rajgarh 	24.40	76.78	173101		
Madhya Pradesh	 Ramnagar 	24.18	81.20	201009		
Madhya Pradesh	 Ramnagar 	22.60	80.55	201009		
Madhya Pradesh	 Rampura 	23.47	75.05	285127		
Madhya Pradesh	 Ratlam 	23.52	75.12	457001		
Madhya Pradesh	 Rehli 	23.63	79.08	470227		
Madhya Pradesh	 Sagar 	23.08	78.08	470001		
Madhya Pradesh	 Sailana 	23.52	75.02	457550		
Madhya Pradesh	 Salbai 	25.85	78.32			
Madhya Pradesh	 Samthar 	25.85	78.82	284304		
Madhya Pradesh	 Sarangpur 	21.60	83.12	465697		
Madhya Pradesh	 Satna 	24.57	80.92	485001		
Madhya Pradesh	 Sehore 	23.20	77.00	466001		
Madhya Pradesh	 Seoni 	22.10	79.58	480661		
Madhya Pradesh	 Seoni-Malwa 	22.47	77.48			
Madhya Pradesh	 shahdol 	23.00	81.05	484001		
Madhya Pradesh	 shahpur 	21.22	76.25	251318		
Madhya Pradesh	 shahpura 	23.02	80.75	311404		
Madhya Pradesh	 shajapur 	23.43	76.30	465001		
Madhya Pradesh	 sheopur 	25.65	76.68	221003		
Madhya Pradesh	 Shivpuri 	25.07	77.73	473551		
Madhya Pradesh	 Shujalpur 	23.40	76.57			
Madhya Pradesh	 Sidhi 	24.03	82.65	486661		
Madhya Pradesh	 Sihora 	23.48	80.15	483225		
Madhya Pradesh	 Tikamgarh (Tehri) 	24.75	78.88			
Madhya Pradesh	 Tori Fathpur 	25.47	79.13			
Madhya Pradesh	 Ujjain 	23.15	75.72	456001		
Madhya Pradesh	 Umaria 	23.50	80.88	485226		
Madhya Pradesh	 Unchahra (Nagod) 	24.55	80.62			
Madhya Pradesh	 Vidisha 	23.53	77.85	464001		
Madhya Pradesh	 Vindhya Mts. 	22.50	76.00			
Maharastra	 Achalpur 	21.30	77.55			
Maharastra	 Ahiri 	19.50	80.50			
Maharastra	 Ahmadnagar 	19.08	74.80			
Maharastra	 Ajanta 	20.55	75.80			
Maharastra	 Ajanta Range 	20.33	77.17			
Maharastra	 Akalkot 	17.52	76.85			
Maharastra	 Akola 	20.70	77.03	422601		
Maharastra	 Akot 	21.10	77.10	444101		
Maharastra	 Alibag 	18.65	72.92	400704		
Maharastra	 Ambgaon 	20.63	80.00			
Maharastra	 Amravati 	20.93	77.80	713214		
Maharastra	 Armoi 	20.47	80.03			
Maharastra	 Ashti 	18.83	75.25	400002		
Maharastra	 Ashti 	21.20	78.23	400002		
Maharastra	 Assaye 	20.25	75.97			
Maharastra	 Aundh 	17.55	74.38	415510		
Maharastra	 Aurangabad 	19.88	75.38	221001		
Maharastra	 Badnera 	20.87	77.77	444701		
Maharastra	 Balapur 	20.70	76.87	444302		
Maharastra	 Balharshah 	19.92	79.38			
Maharastra	 Bandra 	19.05	75.87			
Maharastra	 Bankot 	17.97	73.08	415201		
Maharastra	 Barsi 	18.22	75.73			
Maharastra	 Basim 	20.08	77.17			
Maharastra	 Basmat 	19.37	77.20			
Maharastra	 Bassein 	19.37	72.93	401201		
Maharastra	 Bhandara 	21.15	79.70	441601		
Maharastra	 Bhor 	18.15	73.90	412206		
Maharastra	 Bhusawal 	21.03	75.78			
Maharastra	 Bir 	19.00	75.83	175041		
Maharastra	" Bombay, (Mumbai) "	18.92	72.90			
Maharastra	 Bori 	20.92	79.08	413543		
Maharastra	 Bramhapuri 	20.67	79.93			
Maharastra	 Buldana 	20.53	76.23			
Maharastra	 Chalisgaon 	20.55	75.17	400081		
Maharastra	 Chandor 	20.33	74.32	403714		
Maharastra	 Chandrapur 	19.95	79.35	441205		
Maharastra	 Chikalda 	21.40	77.37			
Maharastra	 Chopda 	21.25	75.33	400008		
Maharastra	 Daulatabad 	19.95	75.25	122109		
Maharastra	 Deglur 	18.57	77.55			
Maharastra	 Deoli 	20.65	78.53	304804		
Maharastra	 Dhond 	18.53	74.67			
Maharastra	 Dhule 	20.97	74.78	424001		
Maharastra	 Ellora 	20.03	75.22			
Maharastra	 Gangakher 	18.87	76.72			
Maharastra	 Gawilgarh 	21.37	77.42			
Maharastra	 Gondia 	21.47	80.48	441605		
Maharastra	 Hinganghat 	20.57	78.88	442301		
Maharastra	 Hingoli 	19.72	77.18	431513		
Maharastra	 Igatpur 	19.67	73.58			
Maharastra	 Jalgaon 	21.08	75.67	413204		
Maharastra	 Jalna 	19.85	75.93	444703		
Maharastra	 Jamkhed 	18.72	75.40	400010		
Maharastra	 Janjira 	18.30	73.00			
Maharastra	 Jath 	17.05	75.25			
Maharastra	 Jawhar 	19.87	73.35	401603		
Maharastra	 Junnar 	19.20	73.97	410502		
Maharastra	 Kadirabad 	19.85	75.93			
Maharastra	 Kalyan 	19.23	73.17			
Maharastra	 Kamptee 	21.23	79.25			
Maharastra	 Karad 	17.25	74.20	332723		
Maharastra	 Karanja 	20.48	77.53	444105		
Maharastra	 Karmala 	18.40	75.25	413203		
Maharastra	 Khamgaon 	20.70	76.62			
Maharastra	 Khapa 	21.42	79.03	441101		
Maharastra	 Khed 	18.85	73.93	415709		
Maharastra	 Khuldabad Rauza 	20.02	75.25			
Maharastra	 Kirkee 	18.55	73.90			
Maharastra	 Kolhapur 	16.70	74.27	416001		
Maharastra	 Kondalwadi 	18.25	77.72			
Maharastra	 Kopargaon 	19.90	74.55	423601		
Maharastra	" Koyna, R. "	17.50	73.75			
Maharastra	 Kurundvad 	16.67	74.67	416106		
Maharastra	 Latur 	18.40	76.60	413512		
Maharastra	 Lonavla 	18.73	73.47			
Maharastra	 Mahabaleshwar 	17.97	73.72	412806		
Maharastra	 Malegaon 	20.50	74.67	444503		
Maharastra	 Malkapur 	20.88	76.28	415101		
Maharastra	 Malvan 	16.05	73.50			
Maharastra	 Mangaon 	18.25	73.33	402104		
Maharastra	 Manmad 	20.25	74.48	423104		
Maharastra	 Mansar 	21.40	79.32	441406		
Maharastra	 Matheran 	18.98	73.30	410102		
Maharastra	 Mazalgaon 	19.13	76.22			
Maharastra	 Miraj 	16.82	74.72	400055		
Maharastra	 Mominabad (Amba) 	18.73	76.38			
Maharastra	 Mukher 	18.70	77.40			
Maharastra	 Mul 	20.07	79.72	441224		
Maharastra	" Mulshi, L. "	18.83	73.83			
Maharastra	 Murud 	18.30	72.98	413510		
Maharastra	 Nagpur 	21.15	79.15	440001		
Maharastra	 Naldurg 	17.82	76.33	413602		
Maharastra	 Nanded 	19.15	77.45	431531		
Maharastra	 Nandurbar 	21.38	74.32	425409		
Maharastra	 Nasik 	20.03	73.83	422004		
Maharastra	 Osmanabad 	18.13	76.10	413405		
Maharastra	 Pachora 	20.63	75.48	424201		
Maharastra	 Paithan 	19.48	75.43	431107		
Maharastra	 Pandharpur 	17.68	75.38			
Maharastra	 Parbhani 	19.13	76.08	431401		
Maharastra	 Parenda 	18.27	75.05			
Maharastra	 Parli 	18.88	76.60			
Maharastra	 Pauni 	20.80	79.07			
Maharastra	 Phaltan 	18.00	74.48	415523		
Maharastra	 Pune 	18.52	73.92	410301		
Maharastra	 Rahuri 	19.38	74.70	413705		
Maharastra	 Rajapur 	16.65	73.55	210205		
Maharastra	 Rajur 	20.13	78.08	422604		
Maharastra	 Rajura 	20.13	78.08			
Maharastra	 Ramtek 	21.40	79.03	441106		
Maharastra	 Ratnagiri 	17.13	73.32	415201		
Maharastra	 Rauza (khuldabad) 	20.02	75.25			
Maharastra	 Sahyadriparvat Range 	20.05	76.00			
Maharastra	 Sakoli 	21.08	80.02			
Maharastra	 Sangamner 	19.58	74.27	422605		
Maharastra	 Sangli 	16.87	74.60	413318		
Maharastra	 Satara 	17.70	74.03	412801		
Maharastra	 Savantvadi 	15.90	73.87			
Maharastra	 shegaon 	20.80	76.77	444203		
Maharastra	 Shrigonda 	18.68	74.73	413701		
Maharastra	 Taloda 	21.57	74.32			
Maharastra	 Tarapur 	19.87	72.70	401502		
Maharastra	 Thane 	19.20	73.03	400601		
Maharastra	 Tuljapur 	18.03	76.17	413601		
Maharastra	 Tumsar 	20.25	80.32	441912		
Maharastra	 Udgir 	18.42	77.17	413517		
Maharastra	 Ulhasnagar 	19.33	73.17	421001		
Maharastra	 Umrer 	20.30	79.35			
Maharastra	 Vaijapur 	19.98	74.80	423701		
Maharastra	 Vengurla 	15.87	73.67	416516		
Maharastra	 Vijayadurg 	16.43	73.43			
Maharastra	 Wai 	17.95	73.93	431734		
Maharastra	 Wardha & dist. 	20.75	78.65			
Maharastra	 Warora 	20.23	79.03			
Maharastra	 Yeola 	20.07	74.52	423401		
Maharastra	 Yeotmal 	20.38	78.18			
Manipur	 Imphal 	24.73	93.97	795001		
Manipur	 Loktak L. 	24.50	93.92			
Andamans	 Car Nicobar 	11.68	92.15	744301		
Andamans	" Port Blair, South Andaman Island "	11.68	92.72			
